ID,Nombre Español,Nombre Ingles,WORLD_SN,"WORLDM_Country,Other",ECDC_SN,ECDC_countriesAndTerritories,OURWOR_SN,OURWORLD_Entity,JHONH_SN,JHONH_Country/Region,Early_SN,Early_COUNTRY,Tipo,Nombre común,"Estado
(forma oficial)",Forma de gobierno,Capital,Continente,Mapa Google,Wikipedia,MapUbicaciónWIKI,Noticias BING,Videos BING
195,Zimbabue,Zimbabwe,S,Zimbabwe,S,Zimbabwe,S,Zimbabwe,S,Zimbabwe,N,Zimbabwe,Estado Soberanos,Zimbabue,República de Zimbabue,República presidencial,Harare,África,https://www.google.com/maps/place/Zimbabue,https://es.wikipedia.org/wiki/Zimbabue,https://commons.wikimedia.org/wiki/File:Zimbabwe_in_its_region.svg#/media/File:Zimbabwe_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Zimbabwe&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Zimbabwe&FORM=HDRSC4
196,Islas Cook,Cook Islands,N,Cook Islands,N,Cook Islands,N,Cook Islands,N,Cook Islands,N,Cook Islands,Estado asociados a estados soberanos,Islas Cook,Islas Cook,Monarquía parlamentaria ,Avarua,Oceanía,https://www.google.com/maps/place/Islas Cook,https://es.wikipedia.org/wiki/Islas Cook,https://commons.wikimedia.org/wiki/File:Cook Islands_in_its_region.svg#/media/File:Cook Islands_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Cook Islands&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Cook Islands&FORM=HDRSC4
197,Islas Marianas del Norte ,Northern Mariana Islands,N,Northern Mariana Islands,S,Northern_Mariana_Islands,N,Northern Mariana Islands,N,Northern Mariana Islands,N,Northern Mariana Islands,Estado asociados a estados soberanos,Islas Marianas del Norte ,Estado Libre asociado de las Islas Marianas del Norte,Autogobierno presidencialista ,Saipán,Asia,https://www.google.com/maps/place/Islas Marianas del Norte ,https://es.wikipedia.org/wiki/Islas Marianas del Norte ,https://commons.wikimedia.org/wiki/File:Northern Mariana Islands_in_its_region.svg#/media/File:Northern Mariana Islands_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Northern Mariana Islands&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Northern Mariana Islands&FORM=HDRSC4
198,Niue,Niue,N,Niue,N,Niue,N,Niue,N,Niue,N,Niue,Estado asociados a estados soberanos,Niue,Niue,Monarquía constitucional ,Alofi,Oceanía,https://www.google.com/maps/place/Niue,https://es.wikipedia.org/wiki/Niue,https://commons.wikimedia.org/wiki/File:Niue_in_its_region.svg#/media/File:Niue_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Niue&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Niue&FORM=HDRSC4
199,Puerto Rico,Puerto Rico,N,Puerto Rico,S,Puerto_Rico,S,Puerto Rico,N,Puerto Rico,N,Puerto Rico,Estado asociados a estados soberanos,Puerto Rico,Estado libre asociado de Puerto Rico,Autogobierno parlamentario ,San Juan,América,https://www.google.com/maps/place/Puerto Rico,https://es.wikipedia.org/wiki/Puerto Rico,https://commons.wikimedia.org/wiki/File:Puerto Rico_in_its_region.svg#/media/File:Puerto Rico_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Puerto Rico&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Puerto Rico&FORM=HDRSC4
200,Groenlandia ,Greenland,S,Greenland,S,Grenada,S,Greenland,N,Greenland,N,Greenland,País constituyente Autónomo,Groenlandia ,Groenlandia ,Monarquía constitucional ,Nuuk,América,https://www.google.com/maps/place/Groenlandia ,https://es.wikipedia.org/wiki/Groenlandia ,https://commons.wikimedia.org/wiki/File:Greenland_in_its_region.svg#/media/File:Greenland_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Greenland&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Greenland&FORM=HDRSC4
201,Islas Feroe ,Faeroe Islands,S,Faeroe Islands,S,Faroe_Islands,S,Faeroe Islands,N,Faeroe Islands,S,Faroe Islands,País constituyente Autónomo,Islas Feroe ,Islas Feroe ,Monarquía constitucional, 	Tórshavn,Europa,https://www.google.com/maps/place/Islas Feroe ,https://es.wikipedia.org/wiki/Islas Feroe ,https://commons.wikimedia.org/wiki/File:Faeroe Islands_in_its_region.svg#/media/File:Faeroe Islands_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Faeroe Islands&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Faeroe Islands&FORM=HDRSC4
202,Aruba,Aruba,S,Aruba,S,Aruba,S,Aruba,N,Aruba,N,Aruba,País constituyente Autónomo,Aruba,Aruba,Monarquía constitucional ,Oranjestad,América,https://www.google.com/maps/place/Aruba,https://es.wikipedia.org/wiki/Aruba,https://commons.wikimedia.org/wiki/File:Aruba_in_its_region.svg#/media/File:Aruba_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Aruba&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Aruba&FORM=HDRSC4
203,Curazao,Curaçao,S,Curaçao,S,Curaçao,S,Curacao,N,Curaçao,N,Curaçao,País constituyente Autónomo,Curazao,País de Curazao,Monarquía constitucional ,Willemstad,América,https://www.google.com/maps/place/Curazao,https://es.wikipedia.org/wiki/Curazao,https://commons.wikimedia.org/wiki/File:Curaçao_in_its_region.svg#/media/File:Curaçao_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Curaçao&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Curaçao&FORM=HDRSC4
204,San Martín (Países Bajos),Sint Maarten,S,Sint Maarten,S,Sint_Maarten,S,Sint Maarten (Dutch part),N,Sint Maarten,N,Sint Maarten,País constituyente Autónomo,San Martín,Sint Maarten ,Monarquía constitucional ,Philipsburg,América,https://www.google.com/maps/place/San Martín (Países Bajos),https://es.wikipedia.org/wiki/San Martín (Países Bajos),https://commons.wikimedia.org/wiki/File:Sint Maarten_in_its_region.svg#/media/File:Sint Maarten_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Sint Maarten&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Sint Maarten&FORM=HDRSC4
205,Kosovo,Kosovo,N,Kosovo,S,Kosovo,S,Kosovo,S,Kosovo,N,Kosovo,Estado con soberanía discutida,Kosovo,República de Kosovo,República parlamentaria ,Pristina,Europa,https://www.google.com/maps/place/Kosovo,https://es.wikipedia.org/wiki/Kosovo,https://commons.wikimedia.org/wiki/File:Kosovo_in_its_region.svg#/media/File:Kosovo_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Kosovo&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Kosovo&FORM=HDRSC4
206,Taiwan,Taiwan,S,Taiwan,S,Taiwan,S,Taiwan,S,Taiwan*,N,Taiwan,Estado con soberanía discutida,Taiwán ,República de China,República semipresidencialista,Taipéi,Asia,https://www.google.com/maps/place/Taiwan,https://es.wikipedia.org/wiki/Taiwan,https://commons.wikimedia.org/wiki/File:Taiwan_in_its_region.svg#/media/File:Taiwan_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Taiwan&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Taiwan&FORM=HDRSC4
207,Guayana Francesa,French Guiana,S,French Guiana,S,French_Polynesia,N,French Guiana,N,French Guiana,N,French Guiana,Territorio asociado a estados soberanos,Guayana Francesa,n/d,n/d,Cayena,América,https://www.google.com/maps/place/Guayana Francesa,https://es.wikipedia.org/wiki/Guayana Francesa,https://commons.wikimedia.org/wiki/File:French Guiana_in_its_region.svg#/media/File:French Guiana_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +French Guiana&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +French Guiana&FORM=HDRSC4
208,Hong Kong,Hong Kong,S,Hong Kong,N,Hong Kong,N,Hong Kong,N,Hong Kong,N,Hong Kong,Territorio autónomo,Hong Kong,n/d,n/d,n/d,Asia,https://www.google.com/maps/place/Hong Kong,https://es.wikipedia.org/wiki/Hong Kong,https://commons.wikimedia.org/wiki/File:Hong Kong_in_its_region.svg#/media/File:Hong Kong_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Hong Kong&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Hong Kong&FORM=HDRSC4
209,Anguila_(dependencia),Anguilla,S,Anguilla,S,Anguilla,S,Anguilla,N,Anguilla,N,Anguilla,Territorio asociado a estados soberanos,Anguila,n/d,n/d,n/d,América,https://www.google.com/maps/place/Anguila_(dependencia),https://es.wikipedia.org/wiki/Anguila_(dependencia),https://commons.wikimedia.org/wiki/File:Anguilla_in_its_region.svg#/media/File:Anguilla_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Anguilla&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Anguilla&FORM=HDRSC4
210,Bermudas,Bermuda,S,Bermuda,S,Bermuda,S,Bermuda,N,Bermuda,S,Bermuda,Territorio asociado a estados soberanos,Bermudas,n/d,n/d,n/d,América,https://www.google.com/maps/place/Bermudas,https://es.wikipedia.org/wiki/Bermudas,https://commons.wikimedia.org/wiki/File:Bermuda_in_its_region.svg#/media/File:Bermuda_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Bermuda&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Bermuda&FORM=HDRSC4
211,Islas Vírgenes Británicas,British Virgin Islands,S,British Virgin Islands,S,British_Virgin_Islands,S,British Virgin Islands,N,British Virgin Islands,N,British Virgin Islands,Territorio asociado a estados soberanos,Islas Vírgenes Británicas,n/d,n/d,n/d,América,https://www.google.com/maps/place/Islas Vírgenes Británicas,https://es.wikipedia.org/wiki/Islas Vírgenes Británicas,https://commons.wikimedia.org/wiki/File:British Virgin Islands_in_its_region.svg#/media/File:British Virgin Islands_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +British Virgin Islands&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +British Virgin Islands&FORM=HDRSC4
212,Islas Vírgenes de los Estados Unidos ,United States Virgin Islands,N,United States Virgin Islands,S,United_States_Virgin_Islands,S,United States Virgin Islands,N,United States Virgin Islands,S,US Virgin Islands,Territorio asociado a estados soberanos,Islas Vírgenes de los Estados Unidos ,n/d,n/d,n/d,América,https://www.google.com/maps/place/Islas Vírgenes de los Estados Unidos ,https://es.wikipedia.org/wiki/Islas Vírgenes de los Estados Unidos ,https://commons.wikimedia.org/wiki/File:United States Virgin Islands_in_its_region.svg#/media/File:United States Virgin Islands_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +United States Virgin Islands&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +United States Virgin Islands&FORM=HDRSC4
213,Caribe Neerlandés,Caribbean Netherlands,S,Caribbean Netherlands,N,Caribbean Netherlands,N,Caribbean Netherlands,N,Caribbean Netherlands,N,Caribbean Netherlands,Territorio asociado a estados soberanos,Caribe Neerlandés,n/d,n/d,n/d,América,https://www.google.com/maps/place/Caribe Neerlandés,https://es.wikipedia.org/wiki/Caribe Neerlandés,https://commons.wikimedia.org/wiki/File:Caribbean Netherlands_in_its_region.svg#/media/File:Caribbean Netherlands_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Caribbean Netherlands&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Caribbean Netherlands&FORM=HDRSC4
214,Islas Caimán,Cayman Islands,S,Cayman Islands,S,Cayman_Islands,S,Cayman Islands,N,Cayman Islands,N,Cayman Islands,Territorio asociado a estados soberanos,Islas Caimán,n/d,n/d,n/d,América,https://www.google.com/maps/place/Islas Caimán,https://es.wikipedia.org/wiki/Islas Caimán,https://commons.wikimedia.org/wiki/File:Cayman Islands_in_its_region.svg#/media/File:Cayman Islands_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Cayman Islands&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Cayman Islands&FORM=HDRSC4
215,Islas del Canal,Channel Islands,S,Channel Islands,N,Channel Islands,N,Channel Islands,N,Channel Islands,N,Channel Islands,Territorio asociado a estados soberanos,Islas del Canal,n/d,n/d,n/d,Europa,https://www.google.com/maps/place/Islas del Canal,https://es.wikipedia.org/wiki/Islas del Canal,https://commons.wikimedia.org/wiki/File:Channel Islands_in_its_region.svg#/media/File:Channel Islands_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Channel Islands&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Channel Islands&FORM=HDRSC4
216,Polinesia Francesa,French Polynesia,S,French Polynesia,S,Gabon,S,French Polynesia,N,French Polynesia,S,French Polynesia,Territorio asociado a estados soberanos,Polinesia Francesa,n/d,n/d,n/d,Oceanía,https://www.google.com/maps/place/Polinesia Francesa,https://es.wikipedia.org/wiki/Polinesia Francesa,https://commons.wikimedia.org/wiki/File:French Polynesia_in_its_region.svg#/media/File:French Polynesia_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +French Polynesia&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +French Polynesia&FORM=HDRSC4
217,Gibraltar,Gibraltar,S,Gibraltar,S,Greece,S,Gibraltar,N,Gibraltar,N,Gibraltar,Territorio asociado a estados soberanos,Gibraltar,n/d,n/d,n/d,Europa,https://www.google.com/maps/place/Gibraltar,https://es.wikipedia.org/wiki/Gibraltar,https://commons.wikimedia.org/wiki/File:Gibraltar_in_its_region.svg#/media/File:Gibraltar_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Gibraltar&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Gibraltar&FORM=HDRSC4
218,Guadalupe (Francia),Guadeloupe,S,Guadeloupe,N,Guadeloupe,N,Guadeloupe,N,Guadeloupe,N,Guadeloupe,Territorio asociado a estados soberanos,Guadalupe,n/d,n/d,n/d,América,https://www.google.com/maps/place/Guadalupe (Francia),https://es.wikipedia.org/wiki/Guadalupe (Francia),https://commons.wikimedia.org/wiki/File:Guadeloupe_in_its_region.svg#/media/File:Guadeloupe_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Guadeloupe&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Guadeloupe&FORM=HDRSC4
219,Isla de Man,Isle of Man,S,Isle of Man,S,Isle_of_Man,S,Isle of Man,N,Isle of Man,N,Isle of Man,Territorio asociado a estados soberanos,Isla de Man,n/d,n/d,n/d,Europa,https://www.google.com/maps/place/Isla de Man,https://es.wikipedia.org/wiki/Isla de Man,https://commons.wikimedia.org/wiki/File:Isle of Man_in_its_region.svg#/media/File:Isle of Man_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Isle of Man&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Isle of Man&FORM=HDRSC4
220,Macao,Macao,S,Macao,N,Macao,N,Macao,N,Macao,N,Macao,Territorio asociado a estados soberanos,Macao,n/d,n/d,n/d,Asia,https://www.google.com/maps/place/Macao,https://es.wikipedia.org/wiki/Macao,https://commons.wikimedia.org/wiki/File:Macao_in_its_region.svg#/media/File:Macao_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Macao&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Macao&FORM=HDRSC4
221,Martinica,Martinique,S,Martinique,N,Martinique,N,Martinique,N,Martinique,N,Martinique,Territorio asociado a estados soberanos,Martinica,n/d,n/d,n/d,América,https://www.google.com/maps/place/Martinica,https://es.wikipedia.org/wiki/Martinica,https://commons.wikimedia.org/wiki/File:Martinique_in_its_region.svg#/media/File:Martinique_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Martinique&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Martinique&FORM=HDRSC4
222,Mayotte,Mayotte,S,Mayotte,N,Mayotte,N,Mayotte,N,Mayotte,N,Mayotte,Territorio asociado a estados soberanos,Mayotte,n/d,n/d,n/d,África,https://www.google.com/maps/place/Mayotte,https://es.wikipedia.org/wiki/Mayotte,https://commons.wikimedia.org/wiki/File:Mayotte_in_its_region.svg#/media/File:Mayotte_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Mayotte&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Mayotte&FORM=HDRSC4
223,Montserrat,Montserrat,S,Montserrat,S,Montserrat,S,Montserrat,N,Montserrat,N,Montserrat,Territorio asociado a estados soberanos,Montserrat,n/d,n/d,n/d,América,https://www.google.com/maps/place/Montserrat,https://es.wikipedia.org/wiki/Montserrat,https://commons.wikimedia.org/wiki/File:Montserrat_in_its_region.svg#/media/File:Montserrat_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Montserrat&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Montserrat&FORM=HDRSC4
224,Nueva Caledonia,New Caledonia,S,New Caledonia,S,New_Caledonia,S,New Caledonia,N,New Caledonia,S,New Caledonia,Territorio asociado a estados soberanos,Nueva Caledonia,n/d,n/d,n/d,Oceanía,https://www.google.com/maps/place/Nueva Caledonia,https://es.wikipedia.org/wiki/Nueva Caledonia,https://commons.wikimedia.org/wiki/File:New Caledonia_in_its_region.svg#/media/File:New Caledonia_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +New Caledonia&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +New Caledonia&FORM=HDRSC4
225,Reunión (Francia),Réunion,S,Réunion,N,Réunion,S,Romania,N,Réunion,S,R?union,Territorio asociado a estados soberanos,Réunion,n/d,n/d,n/d,África,https://www.google.com/maps/place/Reunión (Francia),https://es.wikipedia.org/wiki/Reunión (Francia),https://commons.wikimedia.org/wiki/File:Réunion_in_its_region.svg#/media/File:Réunion_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Réunion&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Réunion&FORM=HDRSC4
226,San Bartolomé (Francia),Saint Barthélemy,S,St. Barth,N,Saint Barthélemy,N,Saint Barthélemy,N,Saint Barthélemy,N,Saint Barthélemy,Territorio asociado a estados soberanos,San Bartolomé,n/d,n/d,n/d,América,https://www.google.com/maps/place/San Bartolomé (Francia),https://es.wikipedia.org/wiki/San Bartolomé (Francia),https://commons.wikimedia.org/wiki/File:Saint Barthélemy_in_its_region.svg#/media/File:Saint Barthélemy_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Saint Barthélemy&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Saint Barthélemy&FORM=HDRSC4
227,Isla de San Martín,Saint Martin,S,Saint Martin,N,Saint Martin,N,Saint Martin,N,Saint Martin,S,Saint Martin,Territorio asociado a estados soberanos,Isla de San Martín,n/d,n/d,n/d,América,https://www.google.com/maps/place/Isla de San Martín,https://es.wikipedia.org/wiki/Isla de San Martín,https://commons.wikimedia.org/wiki/File:Saint Martin_in_its_region.svg#/media/File:Saint Martin_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Saint Martin&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Saint Martin&FORM=HDRSC4
228,Islas Turcas y Caicos,Turks and Caicos Islands,S,Turks and Caicos,S,Turks_and_Caicos_islands,S,Turks and Caicos Islands,N,Turks and Caicos Islands,N,Turks and Caicos Islands,Territorio asociado a estados soberanos,Islas Turcas y Caicos,n/d,n/d,n/d,América,https://www.google.com/maps/place/Islas Turcas y Caicos,https://es.wikipedia.org/wiki/Islas Turcas y Caicos,https://commons.wikimedia.org/wiki/File:Turks and Caicos Islands_in_its_region.svg#/media/File:Turks and Caicos Islands_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Turks and Caicos Islands&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Turks and Caicos Islands&FORM=HDRSC4
229,Guam,Guam,N,Guam,S,Guam,S,Guam,N,Guam,N,Guam,Territorio asociado a estados soberanos,Guam,n/d,n/d,n/d,Oceanía,https://www.google.com/maps/place/Guam,https://es.wikipedia.org/wiki/Guam,https://commons.wikimedia.org/wiki/File:Guam_in_its_region.svg#/media/File:Guam_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Guam&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Guam&FORM=HDRSC4
230,Bailía de Guernsey,Guernsey,N,Guernsey,S,Guernsey,S,Guernsey,N,Guernsey,N,Guernsey,Territorio asociado a estados soberanos,Bailía de Guernsey,n/d,n/d,n/d,Europa,https://www.google.com/maps/place/Bailía de Guernsey,https://es.wikipedia.org/wiki/Bailía de Guernsey,https://commons.wikimedia.org/wiki/File:Guernsey_in_its_region.svg#/media/File:Guernsey_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Guernsey&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Guernsey&FORM=HDRSC4
231,Jersey,Jersey,N,Jersey,S,Jersey,S,Jersey,N,Jersey,N,Jersey,Territorio asociado a estados soberanos,Jersey,n/d,n/d,n/d,Europa,https://www.google.com/maps/place/Jersey,https://es.wikipedia.org/wiki/Jersey,https://commons.wikimedia.org/wiki/File:Jersey_in_its_region.svg#/media/File:Jersey_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Jersey&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Jersey&FORM=HDRSC4
232,Islas Malvinas,Falkland Islands,N,Falkland Islands,S,Falkland_Islands_(Malvinas),N,Falkland Islands,N,Falkland Islands,N,Falkland Islands,Territorio asociado a estados soberanos,Islas Malvinas,n/d,n/d,n/d,América,https://www.google.com/maps/place/Islas Malvinas,https://es.wikipedia.org/wiki/Islas Malvinas,https://commons.wikimedia.org/wiki/File:Falkland Islands_in_its_region.svg#/media/File:Falkland Islands_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Falkland Islands&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Falkland Islands&FORM=HDRSC4
233,Crucero Diamond Princess,Diamond Princess,S,Diamond Princess,N,Diamond Princess,N,Diamond Princess,S,Diamond Princess,N,Diamond Princess,Otros,Crucero Diamond Princess,n/d,n/d,n/d,Europa,https://www.google.com/maps/place/Crucero Diamond Princess,https://es.wikipedia.org/wiki/Crucero Diamond Princess,https://commons.wikimedia.org/wiki/File:Diamond Princess_in_its_region.svg#/media/File:Diamond Princess_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Diamond Princess&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Diamond Princess&FORM=HDRSC4
234,Crucero MS Zaandam,MS Zaandam,S,MS Zaandam,S,Myanmar,N,MS Zaandam,S,MS Zaandam,N,MS Zaandam,Otros,Crucero MS Zaandam,n/d,n/d,n/d,Europa,https://www.google.com/maps/place/Crucero MS Zaandam,https://es.wikipedia.org/wiki/Crucero MS Zaandam,https://commons.wikimedia.org/wiki/File:MS Zaandam_in_its_region.svg#/media/File:MS Zaandam_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +MS Zaandam&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +MS Zaandam&FORM=HDRSC4
235,Casos en un transporte internacional Japón,Cases on an international conveyance  Japan,N,Cases on an international conveyance  Japan,S,Cases_on_an_international_conveyance_Japan,N,Cases on an international conveyance  Japan,N,Cases on an international conveyance  Japan,N,Cases on an international conveyance  Japan,Otros,Casos en un transporte internacional Japón,n/d,n/d,n/d,Asia,https://www.google.com/maps/place/Casos en un transporte internacional Japón,https://es.wikipedia.org/wiki/Casos en un transporte internacional Japón,https://commons.wikimedia.org/wiki/File:Cases on an international conveyance  Japan_in_its_region.svg#/media/File:Cases on an international conveyance  Japan_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Cases on an international conveyance  Japan&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Cases on an international conveyance  Japan&FORM=HDRSC4
